430.6373116	304.3410295	0
430.8514781	302.6820591	0
431.0656445	301.0230886	0
431.2798109	298.4977808	0
432.1592366	296.0570715	0
433.0082216	293.6731184	0
434.221957	291.4919316	0
435.3324586	289.4191492	0
436.5592841	287.3316057	0
437.8365935	283.0114153	0
440.4799972	278.9083704	0
443.4715729	274.5007605	0
445.9726461	271.9229828	0
447.4353915	269.3090634	0
448.6313235	266.5882936	0
449.8067457	264.9869781	0
450.1811285	263.3856625	0
450.5555113	261.784347	0
450.9298942	260.1996652	0
450.8967987	258.6149835	0
450.8637032	257.0303017	0
450.8306077	255.4807159	0
450.3943024	253.9311301	0
449.957997	252.3815442	0
449.5216917	250.8914456	0
448.7224058	249.4013469	0
447.9231199	247.9112482	0
447.123834	246.5050448	0
446.0018987	245.0988413	0
444.8799634	243.6926378	0
443.7580281	242.7192127	0
442.704838	241.7457875	0
441.6516479	240.7723624	0
440.5984577	239.7533762	0
439.4959732	238.9179691	0
438.3005892	238.0511538	0
437.0759068	236.2631547	0
434.549727	234.6059712	0
431.8690569	233.2791617	0
429.0628567	230.8580095	0
423.9421232	229.2606352	0
418.4739226	228.2791456	0
412.9136945	227.7707246	0
410.0334434	227.5969345	0
407.1879273	227.4212811	0
404.2698609	227.3340082	0
402.820028	227.4736168	0
401.3772921	227.5608424	0
399.9282451	227.6462355	0
398.5096405	227.66613	0
397.0756822	227.9132737	0
395.6755906	228.4119008	0
392.8508231	228.8793463	0
390.072387	229.6820359	0
387.3171783	230.0814043	0
385.9463579	230.4029493	0
384.5144403	230.9215285	0
383.184844	231.4356255	0
381.8667395	231.9989955	0
380.565656	232.5372618	0
379.2571975	233.6554464	0
376.5390301	235.05498	0
373.6738339	236.7564995	0
371.2698373	237.6303912	0
370.0351568	238.5042829	0
368.8004764	239.3781745	0
367.565796	240.2042468	0
366.3986774	241.2623031	0
365.3880423	242.2325001	0
364.3383449	242.7192127	0
363.8117499	243.2059253	0
363.2851548	243.6926378	0
362.7585597	245.0988413	0
361.6366244	246.5050448	0
360.5146891	247.9112482	0
359.3927538	249.4013469	0
358.5934679	250.8914456	0
357.794182	252.3815442	0
356.9948961	253.9311301	0
356.5585908	255.4807159	0
356.1222855	257.0303017	0
355.6859801	258.6149835	0
355.6528847	260.1996652	0
355.6197892	261.784347	0
355.5866937	263.3856625	0
355.9610765	264.9869781	0
356.3354593	266.5882936	0
356.7098422	269.0421241	0
357.7699417	271.4416736	0
358.8080802	273.7671008	0
360.1276307	275.9019056	0
361.3390136	277.9651165	0
362.6330261	280.0307393	0
363.9586706	284.2779553	0
366.6843851	288.4228695	0
369.6215861	292.9264463	0
371.9144797	294.1424631	0
372.533587	295.3513096	0
373.2616085	296.6401765	0
373.7104499	298.1011472	0
374.2192256	299.5621179	0
374.7280013	301.0230886	0
375.2367769	302.6820591	0
375.4509434	304.3410295	0
375.6651098	375.8792762	0
307.6589705	375.6651098	0
309.3179409	375.4509434	0
310.9769114	375.2367769	0
313.5022192	374.3573512	0
315.9429285	373.5083663	0
318.3268816	372.2946308	0
320.5080684	371.1841292	0
322.5808508	369.9573038	0
324.6683943	368.6799943	0
328.9885847	366.0365907	0
333.0916296	363.045015	0
337.4992395	360.5439417	0
340.0770172	359.0811963	0
342.6909366	357.8852644	0
345.4117064	356.7098422	0
347.0130219	356.3354593	0
348.6143375	355.9610765	0
350.215653	355.5866937	0
351.8003348	355.6197892	0
353.3850165	355.6528847	0
354.9696983	355.6859801	0
356.5192841	356.1222855	0
358.0688699	356.5585908	0
359.6184558	356.9948961	0
361.1085544	357.794182	0
362.5986531	358.5934679	0
364.0887518	359.3927538	0
365.4949552	360.5146891	0
366.9011587	361.6366244	0
368.3073622	362.7585597	0
369.2807873	363.8117499	0
370.2542125	364.86494	0
371.2276376	365.9181301	0
372.2466238	367.0206147	0
373.0820309	368.2159987	0
373.9488462	369.4406811	0
375.7368453	371.9668608	0
377.3940288	374.647531	0
378.7208383	377.4537312	0
381.1419905	382.5744646	0
382.7393648	388.0426652	0
383.7208544	393.6028934	0
384.2292754	396.4831445	0
384.4030655	399.3286605	0
384.5787189	402.246727	0
384.6659918	403.6965599	0
384.5263832	405.1392958	0
384.4391576	406.5883427	0
384.3537645	408.0069474	0
384.33387	409.4409056	0
384.0867263	410.8409973	0
383.5880992	413.6657647	0
383.1206537	416.4442009	0
382.3179641	419.1994096	0
381.9185957	420.57023	0
381.5970507	422.0021475	0
381.0784715	423.3317438	0
